Blockchain,Date,DEX,Swaps,Swappers,Volume,AmountAverage,AmountMedian
Algorand,2022-12-12,Algofi,1389,82,75177.70556,49.52418021,8.150220571
Algorand,2022-12-12,FXDX,13,6,1244.447784,95.72675265,25.07075928
Algorand,2022-12-12,Humble,176,51,29959.78239,170.2260363,56.07314615
Algorand,2022-12-12,Pact,1644,88,61204.33525,34.0213092,4.30884963
Algorand,2022-12-12,Tinyman,11698,1038,670629.1638,57.3285317,3.215872147
Algorand,2022-12-12,WAGMI,6,3,18.39112626,3.065187709,0.077507101
Arbitrum,2022-12-12,1inch Network,4217,1318,10742897.09,2547.521245,499.9083499
Arbitrum,2022-12-12,Camelot,240,158,111812.0576,465.8835731,27.8191275
Arbitrum,2022-12-12,Fraxswap,45,15,33114.90019,735.8866709,248.235793
Arbitrum,2022-12-12,GMX,1230,778,819505.6919,666.2647901,25.45594883
Arbitrum,2022-12-12,Others,7754,2234,11783610.59,1519.681531,154.7633671
Arbitrum,2022-12-12,Rage Trade,202,166,2165.671143,10.72114427,1.552981096
Arbitrum,2022-12-12,Sumswap,21,9,3818.856954,181.8503311,212.8941661
Arbitrum,2022-12-12,SushiSwap,40009,18161,35966924.8,898.9708516,5.712651978
Arbitrum,2022-12-12,Uniswap,24524,10021,16442223.84,670.4544053,1.207197487
Avalanche,2022-12-12,1inch Network,1140,342,1590411.875,1395.098136,298.5336867
Avalanche,2022-12-12,Alligator,1,1,4.488900032,4.488900032,4.488900032
Avalanche,2022-12-12,Alpha Nodes,28,18,1200277.54,42867.055,59795.61419
Avalanche,2022-12-12,Beefy Finance,33,27,3147.4851,95.37833637,18.7526911
Avalanche,2022-12-12,Chainlink,9,5,1622046.79,180227.4211,1132.648048
Avalanche,2022-12-12,Cycle Finance,1,1,5.129144839,5.129144839,5.129144839
Avalanche,2022-12-12,GMX,57,39,250743.4176,4399.007326,40.60391853
Avalanche,2022-12-12,Grape Finance,6,6,0.023867588,0.003977931,0.003378806
Avalanche,2022-12-12,Hakuswap,3,3,9.773474262,3.257824754,2.693550151
Avalanche,2022-12-12,Ihelp Protocol,1,1,2.34E-05,2.34E-05,2.34E-05
Avalanche,2022-12-12,Lydia Finance,31,7,476.2835657,15.36398599,10.12808633
Avalanche,2022-12-12,Others,3803,556,1819396.138,478.4107645,17.17804826
Avalanche,2022-12-12,Pangolin,1219,298,230798.7707,189.3345124,35.48647499
Avalanche,2022-12-12,Partyswap,2,1,0.023315055,0.011657528,0.011657528
Avalanche,2022-12-12,Spore,1,1,1.43E-05,1.43E-05,1.43E-05
Avalanche,2022-12-12,SushiSwap,7385,2621,1828773.165,247.6334685,50.51333306
Avalanche,2022-12-12,Trader Joe,5760,2437,1225768.524,212.8070355,26.8124412
Avalanche,2022-12-12,YakSwap,127,46,329466.6298,2594.225431,300.0746186
Avalanche,2022-12-12,Yetiswap,21,3,217.9251583,10.37738849,8.264915472
BSC,2022-12-12,Biswap,2910,1249,1344348.122,461.9752996,96.72811436
BSC,2022-12-12,Bitvalley,1,1,0.025794678,0.025794678,0.025794678
BSC,2022-12-12,Bodatoken,1,1,1.22E-05,1.22E-05,1.22E-05
BSC,2022-12-12,Brewlabs,2,2,0.710294679,0.35514734,0.35514734
BSC,2022-12-12,Bridge$,1,1,1.843068376,1.843068376,1.843068376
BSC,2022-12-12,Cake Monster,2,2,381.6288123,190.8144062,190.8144062
BSC,2022-12-12,Catcoin,5,5,309.9596511,61.99193021,1.54177809
BSC,2022-12-12,Crypter,1,1,0.941085292,0.941085292,0.941085292
BSC,2022-12-12,Devolution Metaverse,4,4,77.19116767,19.29779192,17.52491838
BSC,2022-12-12,Dogeking,3,3,30.63080287,10.21026762,9.33999205
BSC,2022-12-12,Evereth,2,2,3.680420631,1.840210315,1.840210315
BSC,2022-12-12,Evergrow,1,1,3.786698711,3.786698711,3.786698711
BSC,2022-12-12,Eversafu,1,1,0.00473441,0.00473441,0.00473441
BSC,2022-12-12,FatSwap,437,333,34733.31948,79.48128028,15.79887104
BSC,2022-12-12,Flokimooni,4,1,5.843801072,1.460950268,1.292229288
BSC,2022-12-12,French Connection Finance,1,1,11.93015169,11.93015169,11.93015169
BSC,2022-12-12,Frog Inu,1,1,0.079555159,0.079555159,0.079555159
BSC,2022-12-12,Futura Finance,3,2,10.12383626,3.374612085,4.179323166
BSC,2022-12-12,Grimacecoin,1,1,5.439672252,5.439672252,5.439672252
BSC,2022-12-12,Hamster,11,7,0.191211647,0.017382877,0.011714207
BSC,2022-12-12,Hodl,4,4,85.86201946,21.46550486,5.535941851
BSC,2022-12-12,Jindo Inu,1,1,46.02941113,46.02941113,46.02941113
BSC,2022-12-12,Loop Network,6,4,269.8888662,44.98147769,14.53303396
BSC,2022-12-12,Luckyblock,4,4,6.308444953,1.577111238,0.959345647
BSC,2022-12-12,MDEX,1,1,15.09995455,15.09995455,15.09995455
BSC,2022-12-12,Metacash,1,1,0.038640935,0.038640935,0.038640935
BSC,2022-12-12,Metapets,4,3,0.06822473,0.017056183,0.017056692
BSC,2022-12-12,Nelore Coin,3,3,40.16804097,13.38934699,14.45217263
BSC,2022-12-12,Noachis Terra,1,1,3.509969854,3.509969854,3.509969854
BSC,2022-12-12,Nomiswap,1664,843,4193941.878,2520.397763,201.3082836
BSC,2022-12-12,Orion,10830,27,12345421.46,1139.928113,460.2134614
BSC,2022-12-12,Others,53137,22980,19630316.85,369.4283993,27.53832456
BSC,2022-12-12,PancakeSwap,43974,11705,163255133.9,3712.537723,198.0248498
BSC,2022-12-12,Pantherswap,1,1,0.039340487,0.039340487,0.039340487
BSC,2022-12-12,Phoenixco,1,1,0.116653411,0.116653411,0.116653411
BSC,2022-12-12,Powermade,1,1,12.07897416,12.07897416,12.07897416
BSC,2022-12-12,Reflex Finance,1,1,2.327098097,2.327098097,2.327098097
BSC,2022-12-12,Rewardeum,2,2,0.208592803,0.104296402,0.104296402
BSC,2022-12-12,Safemoon,9,7,789.0081201,87.6675689,87.57302338
BSC,2022-12-12,Safuu,35,27,1904.384071,54.41097347,9.379079576
BSC,2022-12-12,Sanji Inu,2,2,9.052616193,4.526308096,4.526308096
BSC,2022-12-12,Savebee,1,1,2.428535203,2.428535203,2.428535203
BSC,2022-12-12,Saylor Moon,1,1,57.69608881,57.69608881,57.69608881
BSC,2022-12-12,Siamese Neko,1,1,0.028726098,0.028726098,0.028726098
BSC,2022-12-12,Solar Energy,1,1,377.3242892,377.3242892,377.3242892
BSC,2022-12-12,Steam Exchange,1,1,7.23317914,7.23317914,7.23317914
BSC,2022-12-12,SushiSwap,352020,128294,79973655.61,227.184977,36.25522319
BSC,2022-12-12,Titano,1,1,374.9646822,374.9646822,374.9646822
BSC,2022-12-12,Transhuman Coin,1,1,0.867534521,0.867534521,0.867534521
BSC,2022-12-12,Volt Inu,4,4,0.684864188,0.171216047,0.169014365
BSC,2022-12-12,W3Swap,290,201,222977.7715,768.8888674,134.360823
BSC,2022-12-12,Walk With Step,1,1,90.53061227,90.53061227,90.53061227
BSC,2022-12-12,Wegro,1,1,0.028631323,0.028631323,0.028631323
BSC,2022-12-12,Y-5 Finance,4,4,0.404487623,0.101121906,0.121992075
BSC,2022-12-12,Zombie Inu,7,7,52.16323512,7.451890732,4.421020411
BSC,2022-12-12,Zooswap,1161,504,187833.2172,161.7857168,181.1994546
Ethereum,2022-12-12,Balancer,1000,418,170329612.4,122012.6163,3589.16
Ethereum,2022-12-12,Curve,1834,171,160317839.2,77187.21193,11696.87
Ethereum,2022-12-12,SushiSwap,4924,141,12255001.5,2217.698425,482.9717925
Ethereum,2022-12-12,Uniswap,49785,252,584420217.2,9311.095454,534.2571502
Ethereum,2022-12-12,synthetix,17,16,1134681.327,66745.96043,63294.4322
Flow,2022-12-12,BltUsdtSwapPair,16,10,3124.41428,195.2758925,2.222163742
Flow,2022-12-12,FlowSwapPair,218,105,49052.25626,222.9648012,35.10187579
Flow,2022-12-12,FusdUsdtSwapPair,109,58,11985.34933,109.9573333,4.641644385
Flow,2022-12-12,RevvFlowSwapPair,3,3,1054.717879,351.5726264,31.61147564
Flow,2022-12-12,StarlyUsdtSwapPair,131,5,12630.6678,96.41731143,74.53455502
Flow,2022-12-12,SwapPair,60,13,11635.46136,159.3898816,0.866407511
Flow,2022-12-12,UsdcUsdtSwapPair,92,54,26883.6206,285.9959639,61.534987
Gnosis,2022-12-12,Elk,6,4,61.62965983,10.27160997,0.424755814
Gnosis,2022-12-12,Others,117,34,17292.11278,147.7958358,51.82890979
Gnosis,2022-12-12,SushiSwap,1334,201,105584.1894,79.14856779,1.399728381
Gnosis,2022-12-12,Uniswap,536,91,6136.952862,11.44953892,2.645924196
NEAR,2022-12-12,Jumbo,5,2,117.1294101,19.52156835,6.872732338
NEAR,2022-12-12,Others,1133,256,534129.2416,391.3034737,30.76665084
NEAR,2022-12-12,Ref Finance,454,33,1741328.284,3092.945442,528.116301
Optimism,2022-12-12,Balancer,58,41,250184.3548,4313.523358,64.65844447
Optimism,2022-12-12,Beefy Finance,26,18,86.1420078,3.313154146,0.08080502
Optimism,2022-12-12,Brahma,1,1,240.1217708,240.1217708,240.1217708
Optimism,2022-12-12,Defi Saver,3,3,1304.724543,434.9081811,147.5833356
Optimism,2022-12-12,Elk Finance,9,7,56.71167641,6.301297379,4.617754703
Optimism,2022-12-12,Frax Finance,2,2,0.252443635,0.126221817,0.126221817
Optimism,2022-12-12,Gnosis Safe,80,41,4074.438146,50.93047682,2.272850955
Optimism,2022-12-12,Homora V2,15,10,21552.51051,1436.834034,1.90E-14
Optimism,2022-12-12,Kyberswap,8,1,5062.274321,632.7842901,682.953125
Optimism,2022-12-12,Nex,1,1,30.25749812,30.25749812,30.25749812
Optimism,2022-12-12,Others,2039,331,2257307.896,1107.066158,425.9144468
Optimism,2022-12-12,Overnight,30,3,21386.0587,712.8686234,643.3000287
Optimism,2022-12-12,ParaSwap,16,14,1707.434102,106.7146314,3.093188472
Optimism,2022-12-12,Perpetual Protocol,10,2,5.749174893,0.574917489,0.45070085
Optimism,2022-12-12,Radioshack Swap,9,3,1770.876743,196.7640826,196.1911326
Optimism,2022-12-12,Reaper Farm,3,2,8020.47472,2673.491573,2864.192896
Optimism,2022-12-12,Rubicon,487,6,25738.49997,52.8511293,22.25528268
Optimism,2022-12-12,SushiSwap,3834,2320,1741917.379,454.3342146,29.9712855
Optimism,2022-12-12,Thales,5,1,1500.655295,300.1310589,300.732807
Optimism,2022-12-12,Uniswap,21975,10012,4365215.712,198.6446286,24.99960694
Optimism,2022-12-12,Velodrome,14959,3751,29978909.67,2004.071774,0.804126564
Optimism,2022-12-12,Zipswap,11,10,2455.155464,223.1959512,0.156862027
Osmosis,2022-12-12,Osmosis,18465,5117,6284015.156,340.2650615,13.52521149
Polygon,2022-12-12,Apeswap,182,49,11482.1818,63.08891101,27.3108853
Polygon,2022-12-12,Cafeswap,4,3,8.23804836,2.05951209,2.02302854
Polygon,2022-12-12,Dfyn Network,131,46,30989.79811,236.5633443,32.59050527
Polygon,2022-12-12,Kyberswap,411,4,229052.316,557.304905,451.9010052
Polygon,2022-12-12,Nftismus,1,1,114.4810903,114.4810903,114.4810903
Polygon,2022-12-12,Others,9915,1826,15007859.82,1513.652024,20.56307461
Polygon,2022-12-12,Polycat,6,2,14.50200605,2.417001008,0.000856637
Polygon,2022-12-12,Quickswap,7466,1281,1508287.701,202.0208546,42.95653689
Polygon,2022-12-12,SushiSwap,48186,16936,21513844.72,446.4750076,10.02164231
Polygon,2022-12-12,Uniswap,8611,3704,7579239.286,880.1810807,24.81042202
Solana,2022-12-12,Jupiter,97752,4373,6261833.047,64.05836246,1.017094857
Solana,2022-12-12,Orca,2116,435,338957.6949,160.1879466,4.008310656
Solana,2022-12-12,Raydium,3298,1045,329438.4515,99.8903734,17.90636593
Solana,2022-12-12,Saber,99,20,76839.06456,776.1521673,30.33457814
THORChain,2022-12-12,THORChain,12003,305,12476813.61,651.8370834,413.6863595
Algorand,2022-12-13,Algofi,1576,81,60139.8694,34.86369241,4.664292468
Algorand,2022-12-13,FXDX,15,6,1211.387391,80.75915943,24.21951539
Algorand,2022-12-13,Humble,161,40,41367.19327,256.9390887,328.5601143
Algorand,2022-12-13,Pact,1453,85,70360.42097,44.36344324,5.162839116
Algorand,2022-12-13,Tinyman,12285,1022,594301.8223,48.37621671,2.189973333
Algorand,2022-12-13,WAGMI,1,1,8.720260291,8.720260291,8.720260291
Arbitrum,2022-12-13,1inch Network,4857,1480,10276912.42,2115.897141,501.0346171
Arbitrum,2022-12-13,Camelot,461,232,335928.7606,728.6957931,48.54801195
Arbitrum,2022-12-13,Fraxswap,56,17,27003.51115,482.2055562,255.8601492
Arbitrum,2022-12-13,GMX,1713,945,2360780.213,1378.155407,46.25289043
Arbitrum,2022-12-13,Others,10558,2139,20742356.43,1964.610383,635.7657775
Arbitrum,2022-12-13,Rage Trade,71,63,2122.801188,29.89860828,1.701726074
Arbitrum,2022-12-13,Sumswap,13,7,2189.318847,168.4091421,212.8236586
Arbitrum,2022-12-13,SushiSwap,33122,11802,51146728.25,1544.192025,7.941037035
Arbitrum,2022-12-13,Uniswap,31971,10058,27737028.96,867.568389,0.100206923
Avalanche,2022-12-13,1inch Network,2218,447,6344753.361,2860.574103,522.2243188
Avalanche,2022-12-13,Alpha Nodes,24,11,1105291.588,46053.81616,68297.17544
Avalanche,2022-12-13,Beefy Finance,34,29,7635.990703,224.5879619,22.12052909
Avalanche,2022-12-13,Chainlink,12,5,2074659.998,172888.3332,1131.090504
Avalanche,2022-12-13,Cycle Finance,1,1,5.305634877,5.305634877,5.305634877
Avalanche,2022-12-13,GMX,98,67,147514.9585,1505.254678,115.8873195
Avalanche,2022-12-13,Grape Finance,4,3,502.6512351,125.6628088,2.094635047
Avalanche,2022-12-13,Hakuswap,4,4,74.69502862,18.67375715,3.918292723
Avalanche,2022-12-13,Ihelp Protocol,1,1,2.32E-05,2.32E-05,2.32E-05
Avalanche,2022-12-13,Lydia Finance,29,7,646.5848759,22.2960302,6.855376524
Avalanche,2022-12-13,Others,3889,613,3574358.048,919.094381,162.3407572
Avalanche,2022-12-13,Pangolin,1612,338,438382.3015,271.9493185,87.72831518
Avalanche,2022-12-13,SushiSwap,8091,2493,4107642.053,507.6803921,82.54477493
Avalanche,2022-12-13,Trader Joe,6436,2397,1973505.446,306.6354017,42.29084208
Avalanche,2022-12-13,YakSwap,205,69,356876.7488,1740.862189,499.2924446
Avalanche,2022-12-13,Yetiswap,47,6,265.0930712,5.64027811,5.870101472
Avalanche,2022-12-13,Yieldwolf,7,6,5.212648714,0.744664102,0.729621977
BSC,2022-12-13,Biswap,3909,1476,3264523.841,835.1301718,199.9769613
BSC,2022-12-13,Brewlabs,2,2,56.50134283,28.25067142,28.25067142
BSC,2022-12-13,Bridge$,1,1,1.779006958,1.779006958,1.779006958
BSC,2022-12-13,Cake Monster,2,2,405.346141,202.6730705,202.6730705
BSC,2022-12-13,Catcoin,6,6,71.53906549,11.92317758,2.083445689
BSC,2022-12-13,Cryogen,1,1,0.461754082,0.461754082,0.461754082
BSC,2022-12-13,Crypter,2,2,1.315393296,0.657696648,0.657696648
BSC,2022-12-13,Crypto Chip Token,1,1,0.995600389,0.995600389,0.995600389
BSC,2022-12-13,Devolution Metaverse,2,2,37.42810079,18.71405039,18.71405039
BSC,2022-12-13,Doge Floki,2,2,14.36999411,7.184997055,7.184997055
BSC,2022-12-13,Dogeking,5,5,125.990328,25.1980656,9.070362711
BSC,2022-12-13,Dyor,1,1,6.810964643,6.810964643,6.810964643
BSC,2022-12-13,Ecoin Finance,1,1,1.354669454,1.354669454,1.354669454
BSC,2022-12-13,Ecole,1,1,0.121655539,0.121655539,0.121655539
BSC,2022-12-13,Evereth,2,2,0.18675317,0.093376585,0.093376585
BSC,2022-12-13,Evergrow,1,1,0.02562824,0.02562824,0.02562824
BSC,2022-12-13,Eversafu,3,3,0.948250248,0.316083416,0.433682405
BSC,2022-12-13,Face Meta,1,1,4.383233945,4.383233945,4.383233945
BSC,2022-12-13,FatSwap,666,412,51837.80059,77.83453542,12.08615688
BSC,2022-12-13,Frog Inu,1,1,6.983594743,6.983594743,6.983594743
BSC,2022-12-13,Futura Finance,4,2,11.34969011,2.837422526,2.834159144
BSC,2022-12-13,Grimacecoin,1,1,3.729466915,3.729466915,3.729466915
BSC,2022-12-13,Hamster,27,27,1.423028655,0.052704765,0.017153412
BSC,2022-12-13,Hodl,10,10,60.31065129,6.031065129,5.83801358
BSC,2022-12-13,Income Island,1,1,6.30430271,6.30430271,6.30430271
BSC,2022-12-13,Kaiken Shiba,1,1,0.0020187,0.0020187,0.0020187
BSC,2022-12-13,King Shiba,2,2,1394.689559,697.3447795,697.3447795
BSC,2022-12-13,Kingdom Swap 2.0,2,2,0.976760395,0.488380198,0.488380198
BSC,2022-12-13,Lil Floki,1,1,0.000310443,0.000310443,0.000310443
BSC,2022-12-13,Loop Network,9,5,433.205542,48.13394911,38.85137286
BSC,2022-12-13,Luckyblock,3,3,5.725776929,1.90859231,1.767012978
BSC,2022-12-13,MDEX,4,4,555.3598247,138.8399562,8.000422821
BSC,2022-12-13,Metacash,1,1,0.107995357,0.107995357,0.107995357
BSC,2022-12-13,Metapets,4,4,0.065688979,0.016422245,0.016424315
BSC,2022-12-13,Nelore Coin,4,4,85.23765106,21.30941277,15.66788124
BSC,2022-12-13,Noachis Terra,2,2,6.979370308,3.489685154,3.489685154
BSC,2022-12-13,Nomiswap,2287,1174,20544086.82,8982.985057,261.5057189
BSC,2022-12-13,Orion,17120,27,20567588.79,1201.37785,470.2053596
BSC,2022-12-13,Others,57627,22233,31375557.24,544.4593201,51.00806949
BSC,2022-12-13,PancakeSwap,64184,13474,171431595.3,2670.939725,262.6776065
BSC,2022-12-13,Phoenixco,3,3,0.3437007,0.1145669,0.115047897
BSC,2022-12-13,Pumpeth,1,1,17.18290844,17.18290844,17.18290844
BSC,2022-12-13,Safemoon,19,14,1621.896658,85.36298198,86.3578317
BSC,2022-12-13,Safuu,38,33,4961.579074,130.5678704,36.05820618
BSC,2022-12-13,Sanji Inu,1,1,53.84165685,53.84165685,53.84165685
BSC,2022-12-13,Savebee,1,1,1.168504073,1.168504073,1.168504073
BSC,2022-12-13,Shiba Heist,1,1,0.026443053,0.026443053,0.026443053
BSC,2022-12-13,Shield Coin,1,1,0.004245362,0.004245362,0.004245362
BSC,2022-12-13,Sparklab,1,1,0.000117923,0.000117923,0.000117923
BSC,2022-12-13,Standard In Gold,1,1,0.708281443,0.708281443,0.708281443
BSC,2022-12-13,Steam Exchange,1,1,6.755943058,6.755943058,6.755943058
BSC,2022-12-13,SushiSwap,413884,143224,116147546.5,280.6282594,33.03928082
BSC,2022-12-13,Token Bank Exchange,1,1,0.850267892,0.850267892,0.850267892
BSC,2022-12-13,Transhuman Coin,1,1,3.03447643,3.03447643,3.03447643
BSC,2022-12-13,Tripcandy,1,1,43.55117608,43.55117608,43.55117608
BSC,2022-12-13,Volt Inu,1,1,7.285214156,7.285214156,7.285214156
BSC,2022-12-13,W3Swap,501,322,300734.1974,600.2678591,145.4079228
BSC,2022-12-13,Walk With Step,1,1,305.7061578,305.7061578,305.7061578
BSC,2022-12-13,Y-5 Finance,13,10,0.52527404,0.040405695,0.003552715
BSC,2022-12-13,Zombie Inu,9,9,36.78620444,4.087356049,0.898154985
BSC,2022-12-13,Zooswap,1475,659,201633.3083,136.700548,62.33011528
BSC,2022-12-13,Zufinance,1,1,0.021461847,0.021461847,0.021461847
BSC,2022-12-13,Zuna,1,1,32.07734923,32.07734923,32.07734923
Ethereum,2022-12-13,Balancer,1515,674,385064887.4,167784.2647,6076.37
Ethereum,2022-12-13,Curve,2596,216,263399407.7,87887.69024,11840.44
Ethereum,2022-12-13,SushiSwap,5883,150,14178655.58,2153.828889,575.8185076
Ethereum,2022-12-13,Uniswap,57487,271,1565428916,21208.9001,782.9891554
Ethereum,2022-12-13,synthetix,50,33,5969819.846,119396.3969,80902.0234
Flow,2022-12-13,BltUsdtSwapPair,19,8,3620.396228,190.5471699,6.717404659
Flow,2022-12-13,FlowSwapPair,220,104,75009.54235,339.4096939,61.86034698
Flow,2022-12-13,FusdUsdtSwapPair,101,61,14062.28612,139.2305556,6.69645034
Flow,2022-12-13,RevvFlowSwapPair,4,3,1260.003291,315.0008227,315.7446299
Flow,2022-12-13,StarlyUsdtSwapPair,45,7,2512.942094,55.84315765,56.48500459
Flow,2022-12-13,SwapPair,38,1,18.79184309,0.494522187,0.428361342
Gnosis,2022-12-13,Elk,19,6,280.2273037,14.74880546,0.127106975
Gnosis,2022-12-13,Others,294,39,64942.79243,220.8938518,145.3804053
Gnosis,2022-12-13,SushiSwap,2335,203,141787.8829,60.72286204,1.152843036
Gnosis,2022-12-13,Uniswap,941,72,18519.67156,19.68084119,2.522651956
NEAR,2022-12-13,Jumbo,23,1,1807.134186,78.57105156,81.77077961
NEAR,2022-12-13,Others,1296,208,802605.8786,525.6096127,35.74383352
NEAR,2022-12-13,Ref Finance,905,29,2507063.151,2164.994085,531.7540197
Optimism,2022-12-13,Balancer,47,39,139868.3118,2975.921529,68.32874197
Optimism,2022-12-13,Beefy Finance,36,33,79.00590488,2.194608469,0.075283205
Optimism,2022-12-13,Beethoven X,3,1,93259.22285,31086.40762,31086.40762
Optimism,2022-12-13,Biconomy,2,2,6989.074337,3494.537169,3494.537169
Optimism,2022-12-13,Defi Saver,3,3,200.4299585,66.80998616,66.77645397
Optimism,2022-12-13,Elk Finance,8,5,405.6262355,50.70327944,1.930226079
Optimism,2022-12-13,Frax Finance,2,1,2.399750237,1.199875118,1.199875118
Optimism,2022-12-13,Gnosis Safe,125,44,411.5060738,3.292048591,1.989810564
Optimism,2022-12-13,Homora V2,37,19,152292.6139,4116.016593,0.059091137
Optimism,2022-12-13,Kyberswap,109,1,117518.3645,1078.150133,999.6301492
Optimism,2022-12-13,Nuke Vaults,1,1,1.514305726,1.514305726,1.514305726
Optimism,2022-12-13,Others,2983,374,3657923.112,1226.256491,526.8050886
Optimism,2022-12-13,Overnight,50,5,111339.4275,2226.78855,877.1963547
Optimism,2022-12-13,ParaSwap,14,11,1737.634699,124.1167642,0.299889045
Optimism,2022-12-13,Perpetual Protocol,39,2,42.81788474,1.097894481,0.463091902
Optimism,2022-12-13,Radioshack Swap,20,2,1947.60909,97.38045452,36.565538
Optimism,2022-12-13,Reaper Farm,2,2,5183.726107,2591.863054,2591.863054
Optimism,2022-12-13,Rubicon,635,6,108198.9714,170.392081,21.98086735
Optimism,2022-12-13,SushiSwap,4497,2227,3590542.881,798.4307052,90.60219007
Optimism,2022-12-13,Thales,5,1,1498.697579,299.7395157,296.4052349
Optimism,2022-12-13,Uniswap,26064,10677,6662307.068,255.6133774,26.50217249
Optimism,2022-12-13,Velodrome,20771,4028,54723332.94,2634.602712,0.924817829
Optimism,2022-12-13,Zipswap,11,10,183.4772031,16.67974574,1.661174451
Osmosis,2022-12-13,Osmosis,18307,4919,6178567.968,337.4791331,22.35529393
Polygon,2022-12-13,Apeswap,197,54,19612.66217,99.55666075,25.39146715
Polygon,2022-12-13,Cafeswap,7,2,17.18494497,2.454992138,2.031317372
Polygon,2022-12-13,Dfyn Network,169,61,38621.40554,228.5290269,50.2868155
Polygon,2022-12-13,Kyberswap,624,3,335919.6328,538.3327448,298.7037407
Polygon,2022-12-13,Others,13316,1860,27839450.24,2090.676647,43.05810856
Polygon,2022-12-13,Polycat,3,2,14.64262158,4.880873858,7.208267381
Polygon,2022-12-13,Quickswap,7178,1238,1111140.872,154.7981153,39.06379514
Polygon,2022-12-13,SushiSwap,88064,32758,40685961.25,462.0044655,0.024241757
Polygon,2022-12-13,Uniswap,9407,4461,11737483.6,1247.7393,28.72282764
Solana,2022-12-13,Jupiter,202280,4887,11933297.75,58.99395763,1.000943647
Solana,2022-12-13,Orca,2816,484,779978.1103,276.980863,10.15622511
Solana,2022-12-13,Raydium,3060,1125,325455.1267,106.3578845,24.28657523
