Blockchain,Date,DEX,Swaps,Swappers,Volume,AmountAverage,AmountMedian
Optimism,2022-12-17,Reaper Farm,3,2,150.809614,50.26987135,19.87279931
Optimism,2022-12-17,Rubicon,861,6,43432.13282,50.44382441,21.37034645
Optimism,2022-12-17,SushiSwap,2409,1158,1723870.142,715.5957416,82.45757475
Optimism,2022-12-17,Thales,5,1,1505.206847,301.0413693,300.3087939
Optimism,2022-12-17,Uniswap,28192,11445,3711502.341,131.650906,31.78894488
Optimism,2022-12-17,Velodrome,17040,3600,40857178,2397.721713,0.54574547
Optimism,2022-12-17,Zipswap,29,12,2131.342452,73.4945673,77.33317068
Osmosis,2022-12-17,Osmosis,14269,4256,3248204.26,227.5927873,11.531529
Polygon,2022-12-17,Apeswap,263,40,26544.94977,100.9313679,43.31010743
Polygon,2022-12-17,Cafeswap,3,2,16.21610999,5.405369997,2.115144781
Polygon,2022-12-17,Dfyn Network,183,68,31212.06938,170.5577562,35.71383387
Polygon,2022-12-17,Kyberswap,1083,3,563687.4701,520.4870454,423.5695822
Polygon,2022-12-17,Others,12326,1856,15138300.35,1228.160015,87.15654673
Polygon,2022-12-17,Polycat,4,2,13.58156635,3.395391588,3.382775236
Polygon,2022-12-17,Quickswap,6934,1355,1091371.183,157.3941712,27.20573953
Polygon,2022-12-17,SushiSwap,49651,18562,17088964.62,344.1816805,10.05197377
Polygon,2022-12-17,Uniswap,10503,4660,8723158.787,830.5397302,23.56188574
Solana,2022-12-17,Jupiter,108869,4494,9135864.836,83.91612705,2.966968492
Solana,2022-12-17,Orca,2216,507,716717.709,323.428569,12.51665754
Solana,2022-12-17,Raydium,3428,946,288176.3202,84.06543764,22.7677991
Solana,2022-12-17,Saber,117,17,815409.1898,6969.309315,67.74324957
THORChain,2022-12-17,THORChain,18523,475,19402281.88,634.6214595,400.6963865
Algorand,2022-12-18,Algofi,1141,58,43543.42945,35.86773431,5.723088105
Algorand,2022-12-18,FXDX,7,3,272.6683145,38.95261636,38.68019355
Algorand,2022-12-18,Humble,154,26,41468.44341,269.2756066,374.5058941
Algorand,2022-12-18,Pact,1388,79,93652.09276,63.27844106,9.619234282
Algorand,2022-12-18,Tinyman,8166,867,513722.267,62.9099029,2.982854748
Arbitrum,2022-12-18,1inch Network,1698,707,3534357.781,2081.482792,95.78074224
Arbitrum,2022-12-18,Camelot,252,127,50327.01462,199.7103755,47.44262076
Arbitrum,2022-12-18,Fraxswap,26,16,7085.27381,272.5105312,1.171775592
Arbitrum,2022-12-18,GMX,1679,652,308245.6718,183.5888456,21.00318739
Arbitrum,2022-12-18,Others,6415,1741,6877271.61,1072.061046,70.93449733
Arbitrum,2022-12-18,Rage Trade,45,34,1838.051177,40.84558171,10.06998503
Arbitrum,2022-12-18,Sumswap,13,7,1288.23444,99.09495696,120.0778973
Arbitrum,2022-12-18,SushiSwap,41187,19473,12921581,313.7295991,0.119420491
Arbitrum,2022-12-18,Uniswap,24384,10005,12386892.44,507.9926361,0.055952267
Avalanche,2022-12-18,1inch Network,851,344,1170156.429,1375.036931,73.55456466
Avalanche,2022-12-18,Alpha Nodes,78,42,3939176.586,50502.26393,74468.42217
Avalanche,2022-12-18,Beefy Finance,22,20,914.4849138,41.56749608,17.11249718
Avalanche,2022-12-18,GMX,50,34,114908.8728,2298.177456,176.8652855
Avalanche,2022-12-18,Grape Finance,2,2,32.84968967,16.42484484,16.42484484
Avalanche,2022-12-18,Hakuswap,2,2,12.95381023,6.476905113,6.476905113
Avalanche,2022-12-18,Ihelp Protocol,1,1,2.09E-05,2.09E-05,2.09E-05
Avalanche,2022-12-18,Lydia Finance,29,8,218.5634224,7.536669737,3.97066844
Avalanche,2022-12-18,Others,2036,589,998302.1758,490.3252337,146.9435544
Avalanche,2022-12-18,Pangolin,998,282,185893.2689,186.2658005,41.17434813
Avalanche,2022-12-18,Steakhut,2,1,252.4833063,126.2416531,126.2416531
Avalanche,2022-12-18,SushiSwap,4603,2034,1152407.275,250.3600424,23.06018151
Avalanche,2022-12-18,Trader Joe,5226,2440,644918.1525,123.4056932,19.17097764
Avalanche,2022-12-18,Velox,1,1,0.170949458,0.170949458,0.170949458
Avalanche,2022-12-18,YakSwap,72,40,39115.40864,543.2695644,90.59955963
Avalanche,2022-12-18,Yetiswap,44,5,173.7031074,3.947797895,3.015921102
Avalanche,2022-12-18,Yieldwolf,1,1,0.981086195,0.981086195,0.981086195
BSC,2022-12-18,Biswap,1884,1104,881921.1608,468.1110195,38.01888644
BSC,2022-12-18,Bodatoken,2,2,5.027097474,2.513548737,2.513548737
BSC,2022-12-18,Cake Monster,5,3,10.54096225,2.108192449,1.145112
BSC,2022-12-18,Catcoin,1,1,13.75126307,13.75126307,13.75126307
BSC,2022-12-18,Clear Water,1,1,5.470961364,5.470961364,5.470961364
BSC,2022-12-18,Coinxpad,1,1,0.06942572,0.06942572,0.06942572
BSC,2022-12-18,Crypter,1,1,0.197087143,0.197087143,0.197087143
BSC,2022-12-18,Doge Floki,4,4,22.45558443,5.613896107,5.300430014
BSC,2022-12-18,Dogefood,1,1,0.080188591,0.080188591,0.080188591
BSC,2022-12-18,Dogeking,5,5,353.668908,70.73378161,39.16715374
BSC,2022-12-18,Ecole,1,1,0.074460839,0.074460839,0.074460839
BSC,2022-12-18,Empire,2,2,22.01442733,11.00721367,11.00721367
BSC,2022-12-18,Evergrow,1,1,4.828881291,4.828881291,4.828881291
BSC,2022-12-18,Eversafu,2,1,15.72124231,7.860621153,7.860621153
BSC,2022-12-18,FatSwap,380,256,38891.8753,102.3470403,24.76572845
BSC,2022-12-18,Floki Shiba,1,1,1.817034102,1.817034102,1.817034102
BSC,2022-12-18,Futura Finance,2,1,7.364399035,3.682199518,3.682199518
BSC,2022-12-18,Hamster,3,3,2.205821559,0.735273853,0.591201879
BSC,2022-12-18,Hodl,5,5,106.8104279,21.36208559,9.056383536
BSC,2022-12-18,Kaiken Shiba,1,1,0.001614684,0.001614684,0.001614684
BSC,2022-12-18,Librium Tech,1,1,0.952073458,0.952073458,0.952073458
BSC,2022-12-18,Loop Network,13,6,2550.825676,196.2173597,44.55014316
BSC,2022-12-18,Luckyblock,3,3,1.576657877,0.525552626,0.48022078
BSC,2022-12-18,MDEX,3,2,281.4452963,93.81509878,33.81345949
BSC,2022-12-18,Magic Birds Token,3,2,50.55235036,16.85078346,19.59339901
BSC,2022-12-18,Metacash,1,1,1.862550344,1.862550344,1.862550344
BSC,2022-12-18,Metahamster,1,1,2.031986963,2.031986963,2.031986963
BSC,2022-12-18,Metapets,5,4,0.074501972,0.014900394,0.01489601
BSC,2022-12-18,Micropets,4,4,26.21683212,6.55420803,6.554309409
BSC,2022-12-18,Moongame,1,1,1.264500194,1.264500194,1.264500194
BSC,2022-12-18,Nelore Coin,1,1,14.51353304,14.51353304,14.51353304
BSC,2022-12-18,Niob Finance,1,1,98.46231529,98.46231529,98.46231529
BSC,2022-12-18,Nomiswap,1056,603,2397095.973,2269.977248,114.2800395
BSC,2022-12-18,Orion,9980,27,12003872.46,1202.792832,412.5549617
BSC,2022-12-18,Others,43234,15916,17007603.39,393.3849144,35.8697486
BSC,2022-12-18,PancakeSwap,38891,8216,28571526.38,734.6565112,156.900848
BSC,2022-12-18,Plush,1,1,0.242887962,0.242887962,0.242887962
BSC,2022-12-18,Safemoon,22,18,17891.93187,813.2696306,73.3310858
BSC,2022-12-18,Safuu,20,15,608.1764545,30.40882273,11.10189991
BSC,2022-12-18,Sanji Inu,1,1,0.615513789,0.615513789,0.615513789
BSC,2022-12-18,Shibarmyzilla,1,1,5.206204269,5.206204269,5.206204269
BSC,2022-12-18,Simba Inu,1,1,0.007707588,0.007707588,0.007707588
BSC,2022-12-18,Steam Exchange,1,1,5.817320458,5.817320458,5.817320458
BSC,2022-12-18,SushiSwap,349843,114879,67403199.61,192.6669952,32.15246966
BSC,2022-12-18,Ten Wallet,1,1,9.486833316,9.486833316,9.486833316
BSC,2022-12-18,W3Swap,257,161,118154.7606,459.7461502,173.6908355
BSC,2022-12-18,X-Mine,1,1,6.347682538,6.347682538,6.347682538
BSC,2022-12-18,Y-5 Finance,4,4,0.075054085,0.018763521,0.018865267
BSC,2022-12-18,Zombie Inu,5,5,60.82943221,12.16588644,0.178997412
BSC,2022-12-18,Zooswap,1288,599,188041.7462,145.9951445,180.803732
Ethereum,2022-12-18,Balancer,719,361,62603282.03,66599.2362,2064.625
Ethereum,2022-12-18,Curve,1377,125,71548713,46399.94358,5762.325
Ethereum,2022-12-18,SushiSwap,4266,122,6799201.082,1441.119348,422.7821079
Ethereum,2022-12-18,Uniswap,40413,214,327058647.7,6518.87839,470.7
Ethereum,2022-12-18,synthetix,3,3,67709.56896,22569.85632,19920.61985
Flow,2022-12-18,BltUsdtSwapPair,11,9,522.0350922,47.45773566,15.4254811
Flow,2022-12-18,FlowSwapPair,144,91,37419.42252,254.5538947,59.39453794
Flow,2022-12-18,RevvFlowSwapPair,5,5,80.71029414,16.14205883,12.22472314
Flow,2022-12-18,StarlyUsdtSwapPair,68,5,5858.956067,86.16111863,61.37264619
Flow,2022-12-18,SwapPair,24,8,5918.125631,169.0893037,0.645151215
Flow,2022-12-18,UsdcUsdtSwapPair,49,36,15134.25805,291.0434241,41.47271915
Gnosis,2022-12-18,Elk,3,3,56.82634934,18.94211645,1.002619192
Gnosis,2022-12-18,Others,69,22,11763.28942,170.4824553,40.12423387
Gnosis,2022-12-18,SushiSwap,823,200,73430.62131,89.22311216,1.8135333
Gnosis,2022-12-18,Uniswap,532,51,5382.162924,10.1168476,1.047193121
NEAR,2022-12-18,Jumbo,7,1,130.5407426,18.64867751,10.09729914
NEAR,2022-12-18,Others,944,189,438345.8595,366.509916,20.30196504
NEAR,2022-12-18,Ref Finance,199,22,874247.4403,3752.134937,626.8116288
Optimism,2022-12-18,Balancer,36,27,55221.71362,1533.936489,61.3789397
Optimism,2022-12-18,Beefy Finance,14,14,4.260416944,0.304315496,0.037214256
Optimism,2022-12-18,Frax Finance,26,22,11.28758723,0.43413797,0.118892758
Optimism,2022-12-18,Gnosis Safe,39,23,326.8713039,8.381315486,1.000810491
Optimism,2022-12-18,Homora V2,18,12,91.0979941,5.060999672,3.23E-06
Optimism,2022-12-18,Kyberswap,50,1,55124.05992,1102.481198,1080.037932
Optimism,2022-12-18,Others,2411,400,9307456.693,3860.413394,875.6229109
Optimism,2022-12-18,Overnight,58,7,99798.65997,1720.666551,885.0824176
Optimism,2022-12-18,ParaSwap,133,102,152.1251711,1.143798279,0.099307899
Optimism,2022-12-18,Perpetual Protocol,7,1,2.742699818,0.39181426,0.39181426
Optimism,2022-12-18,Rubicon,510,6,25470.95185,49.94304285,21.94166142
Optimism,2022-12-18,SushiSwap,2716,1369,899020.5103,331.0090244,82.85209393
Optimism,2022-12-18,Thales,5,1,1500.239026,300.0478052,300.2735031
Optimism,2022-12-18,Uniswap,24564,11311,3029823.686,123.344068,22.72786658
Optimism,2022-12-18,Velodrome,12804,3558,21983660.03,1716.936897,0.310679416
Optimism,2022-12-18,Zipswap,15,15,195.6519316,13.04346211,2.341304545
Osmosis,2022-12-18,Osmosis,13029,4271,2684669.868,206.0375954,8.198347829
Polygon,2022-12-18,Apeswap,202,28,14637.52104,72.46297546,32.11710395
Polygon,2022-12-18,Cafeswap,2,2,2.127513244,1.063756622,1.063756622
Polygon,2022-12-18,Dfyn Network,115,47,18885.30352,164.2200306,24.34864044
Polygon,2022-12-18,Kyber Swap,1,1,69.92617972,69.92617972,69.92617972
Polygon,2022-12-18,Kyberswap,636,3,338101.293,531.6058066,427.4812586
Polygon,2022-12-18,Others,12436,4165,13099699.94,1053.369246,1.009719225
Polygon,2022-12-18,Polycat,5,2,13.3146294,2.66292588,0.000632305
Polygon,2022-12-18,Quickswap,5324,1125,449928.0353,84.50939807,17.23248864
Polygon,2022-12-18,SushiSwap,46835,19607,12497697.23,266.8452489,2.329398348
Polygon,2022-12-18,Uniswap,25489,13459,5109324.598,200.45214,0.504859613
Solana,2022-12-18,Jupiter,70891,4259,5010592.964,70.68024099,1.001161081
Solana,2022-12-18,Orca,1345,383,120841.4107,89.84491502,12.23957605
Solana,2022-12-18,Raydium,2256,718,197419.82,87.50878548,20.32844537
Solana,2022-12-18,Saber,73,16,47650.9701,652.7530151,70.26975512
THORChain,2022-12-18,THORChain,11037,398,10448743.27,569.0416767,392.5097935
Algorand,2022-12-19,Algofi,1479,77,59839.40507,38.28496806,5.502834815
Algorand,2022-12-19,FXDX,19,8,872.8181805,45.93779897,37.05657646
Algorand,2022-12-19,Humble,211,33,55529.73285,263.1740894,274.8052628
Algorand,2022-12-19,Pact,1836,90,82954.76255,40.96531484,6.363218716
Algorand,2022-12-19,Tinyman,9892,1001,655413.5414,66.25692897,3.057945054
Arbitrum,2022-12-19,1inch Network,2543,944,4096697.564,1610.970336,151.7705299
Arbitrum,2022-12-19,Camelot,284,142,77332.00629,272.2957968,35.72384243
Arbitrum,2022-12-19,Fraxswap,62,14,17203.82851,277.481105,226.8862781
Arbitrum,2022-12-19,GMX,1525,712,454034.718,297.7276839,33.34096497
Arbitrum,2022-12-19,Others,8439,1779,11629079.35,1378.016276,409.3181979
Arbitrum,2022-12-19,Rage Trade,63,44,1582.19431,25.1141954,7.467856899
Arbitrum,2022-12-19,Sumswap,11,4,1104.839535,100.4399577,123.6046283
Arbitrum,2022-12-19,SushiSwap,30771,13614,14074604.83,457.3983566,0.638346911
Arbitrum,2022-12-19,Uniswap,25004,9595,27409934.74,1096.221994,0.100900335
Avalanche,2022-12-19,1inch Network,1224,379,1891614.863,1545.436979,493.1057728
Avalanche,2022-12-19,Alpha Nodes,60,37,1816504.272,30275.0712,46087.88276
Avalanche,2022-12-19,Beefy Finance,29,25,4287.419278,147.8420441,12.84741854
Avalanche,2022-12-19,Chainlink,1,1,1.59991273,1.59991273,1.59991273
Avalanche,2022-12-19,GMX,63,41,19121.58221,303.5171779,50.76433229
Avalanche,2022-12-19,Grape Finance,3,3,18.14796751,6.049322505,0.048962151
Avalanche,2022-12-19,Hakuswap,5,5,13.3035308,2.660706161,1.394004011
Avalanche,2022-12-19,Ihelp Protocol,1,1,1.97E-05,1.97E-05,1.97E-05
Avalanche,2022-12-19,Lydia Finance,27,8,256.6981575,9.507339166,4.871157319
Avalanche,2022-12-19,Others,4103,617,1928684.902,470.0670003,196.2870439
Avalanche,2022-12-19,Pangolin,1610,310,372522.0562,231.3801592,94.68413965
Avalanche,2022-12-19,SushiSwap,7164,2235,1914004.87,267.169859,39.78391454
Avalanche,2022-12-19,Trader Joe,6312,2579,1312990.092,208.0149069,26.04206313
Avalanche,2022-12-19,YakSwap,138,46,151933.1524,1100.964873,501.1068996
Avalanche,2022-12-19,Yetiswap,50,6,362.6430897,7.252861794,3.9434484
Avalanche,2022-12-19,Yieldwolf,2,1,2.752158972,1.376079486,1.376079486
BSC,2022-12-19,Biswap,2010,1125,941959.8549,468.6367437,39.85048648
BSC,2022-12-19,Bnb Defi,1,1,0.238359942,0.238359942,0.238359942
BSC,2022-12-19,Boji,1,1,30.67000163,30.67000163,30.67000163
BSC,2022-12-19,Bridge$,1,1,1.568223116,1.568223116,1.568223116
BSC,2022-12-19,Cake Monster,4,4,349.0937266,87.27343165,1.272859099
BSC,2022-12-19,Catcoin,6,4,141.7685377,23.62808962,7.231932896
BSC,2022-12-19,Devolution Metaverse,1,1,16.00633889,16.00633889,16.00633889
BSC,2022-12-19,Divewallet,1,1,3.071069293,3.071069293,3.071069293
BSC,2022-12-19,Doge Floki,4,4,21.6026281,5.400657025,5.39125848
BSC,2022-12-19,Ecoin Finance,1,1,1.581643195,1.581643195,1.581643195
BSC,2022-12-19,Empire,4,4,43.78427052,10.94606763,10.95348353
BSC,2022-12-19,Ethernal Finance,1,1,3.495377959,3.495377959,3.495377959
BSC,2022-12-19,Evereth,1,1,0.004550299,0.004550299,0.004550299
BSC,2022-12-19,Evergrow,2,2,1.124285182,0.562142591,0.562142591
BSC,2022-12-19,Eversafu,1,1,0.038733909,0.038733909,0.038733909
BSC,2022-12-19,FatSwap,250,172,18548.79333,74.19517332,25.06480086
BSC,2022-12-19,Flokimooni,1,1,2.296104551,2.296104551,2.296104551
BSC,2022-12-19,French Connection Finance,3,3,75.43446433,25.14482144,25.31517286
BSC,2022-12-19,Futura Finance,3,2,8.447156636,2.815718879,3.988695966
BSC,2022-12-19,Hamster,4,4,0.316208299,0.079052075,0.073615928
BSC,2022-12-19,Helena Financial,1,1,0.992900824,0.992900824,0.992900824
BSC,2022-12-19,Hodl,8,8,55.92201482,6.990251853,4.594917409
BSC,2022-12-19,Hornhub Finance,1,1,148.5132687,148.5132687,148.5132687
BSC,2022-12-19,Kaiken Shiba,1,1,0.001688553,0.001688553,0.001688553
BSC,2022-12-19,Lil Floki,1,1,0.000126288,0.000126288,0.000126288
BSC,2022-12-19,Loop Network,12,9,1641.275854,136.7729878,55.32887737
BSC,2022-12-19,Luckyblock,1,1,0.67451979,0.67451979,0.67451979
BSC,2022-12-19,MDEX,1,1,15.2688754,15.2688754,15.2688754
BSC,2022-12-19,Micropets,1,1,6.495741752,6.495741752,6.495741752
BSC,2022-12-19,Moonrat,2,2,4.691865566,2.345932783,2.345932783
BSC,2022-12-19,Nomiswap,1476,780,2704956.064,1832.62606,87.73563409
BSC,2022-12-19,Onyx,1,1,0.392882951,0.392882951,0.392882951
BSC,2022-12-19,Orion,11846,27,12180438.25,1028.232167,370.7977767
BSC,2022-12-19,Others,50546,19494,18532329.42,366.6428485,42.65241916
BSC,2022-12-19,PancakeSwap,43547,9369,26870889.12,617.0548859,166.5663103
BSC,2022-12-19,Phoenixco,1,1,0.10445447,0.10445447,0.10445447
BSC,2022-12-19,Pige Inu,1,1,1.580242538,1.580242538,1.580242538
BSC,2022-12-19,Redfeg,2,2,2.787195069,1.393597534,1.393597534
BSC,2022-12-19,Safemoon,7,3,519.0487112,74.14981589,74.13646897
BSC,2022-12-19,Safermoon,1,1,4.530288804,4.530288804,4.530288804
BSC,2022-12-19,Safuu,14,12,637.5563281,45.53973772,10.42791911
BSC,2022-12-19,Sanji Inu,6,4,15.00670388,2.501117313,2.926383695
BSC,2022-12-19,Sonar Platform,1,1,97.61607252,97.61607252,97.61607252
BSC,2022-12-19,Spartans,1,1,8.10123766,8.10123766,8.10123766
BSC,2022-12-19,Stepd,1,1,2.952145301,2.952145301,2.952145301
BSC,2022-12-19,SushiSwap,369930,125501,68983880.63,186.4782003,29.88803306
BSC,2022-12-19,Ten Wallet,1,1,7.346193532,7.346193532,7.346193532
BSC,2022-12-19,The Landlord,2,1,0.005816286,0.002908143,0.002908143
BSC,2022-12-19,Token Bank Exchange,1,1,1.990298157,1.990298157,1.990298157
BSC,2022-12-19,Transhuman Coin,1,1,0.439541237,0.439541237,0.439541237
BSC,2022-12-19,Volt Inu,4,3,9.039955884,2.259988971,0.180468083
BSC,2022-12-19,W3Swap,197,140,85758.24196,435.3210252,120.9300186
BSC,2022-12-19,Waifer,1,1,1.31537666,1.31537666,1.31537666
BSC,2022-12-19,Walk With Step,1,1,118.3056431,118.3056431,118.3056431
BSC,2022-12-19,Xeph,2,1,0.109620626,0.054810313,0.054810313
BSC,2022-12-19,Y-5 Finance,7,7,0.143853537,0.020550505,0.019020615
BSC,2022-12-19,Yieldzard,1,1,4.674322509,4.674322509,4.674322509
BSC,2022-12-19,Yieldzilla,2,2,14.98769026,7.493845129,7.493845129
BSC,2022-12-19,Zombie Inu,3,3,5.799858906,1.933286302,1.467701093
BSC,2022-12-19,Zooswap,1293,601,189703.2788,146.7156062,183.2265048
Ethereum,2022-12-19,Balancer,892,417,156941949.2,130134.2862,4623.955
Ethereum,2022-12-19,Curve,1714,140,147563451.7,77787.7974,8000.39
Ethereum,2022-12-19,SushiSwap,4927,122,9910946.566,1809.227193,478.5457148
Ethereum,2022-12-19,Uniswap,41053,238,528513643.4,10367.68824,568.607588
Ethereum,2022-12-19,synthetix,20,13,1659359.263,82967.96315,51371.25075
Flow,2022-12-19,BltUsdtSwapPair,10,9,1035.31677,103.531677,3.263133269
Flow,2022-12-19,FlowSwapPair,192,78,69948.00499,342.8823774,191.1903174
Flow,2022-12-19,FusdUsdtSwapPair,70,51,15121.01264,216.0144663,82.87112161
Flow,2022-12-19,RevvFlowSwapPair,3,2,64.77679858,21.59226619,17.59982621
Flow,2022-12-19,StarlyUsdtSwapPair,37,9,2719.268936,73.49375504,56.79902388
Flow,2022-12-19,SwapPair,77,10,14085.84674,131.6434275,28.36727377
Flow,2022-12-19,UsdcUsdtSwapPair,94,31,25884.49442,244.1933436,107.2365888
Gnosis,2022-12-19,Elk,10,4,237.7973769,23.77973769,3.462571027
Gnosis,2022-12-19,Others,115,33,24364.89194,211.8686256,110.0071689
Gnosis,2022-12-19,SushiSwap,1234,280,107415.3377,87.04646487,3.721243155
Gnosis,2022-12-19,Uniswap,400,75,10771.6042,26.92901049,2.529362114
NEAR,2022-12-19,Jumbo,28,2,2045.326165,70.52848846,15.31015772
NEAR,2022-12-19,Others,1554,232,963178.7268,522.0480904,18.91001771
NEAR,2022-12-19,Ref Finance,873,31,1035525.999,862.2198158,24.50986876
Optimism,2022-12-19,Balancer,24,21,28366.68747,1181.945311,34.57604983
Optimism,2022-12-19,Beefy Finance,18,13,47.81616789,2.656453772,0.058121588
Optimism,2022-12-19,Defi Saver,1,1,50.85263883,50.85263883,50.85263883
Optimism,2022-12-19,Elk Finance,2,2,14.27914287,7.139571435,7.139571435
Optimism,2022-12-19,Frax Finance,2,2,0.398415995,0.199207997,0.199207997
Optimism,2022-12-19,Gnosis Safe,59,24,239.7168954,4.062998227,1.180583037
Optimism,2022-12-19,Homora V2,19,10,758.7801767,39.93579877,5.22E-14
Optimism,2022-12-19,Kyberswap,177,3,166437.7557,940.3263032,1161.36
Optimism,2022-12-19,Others,2729,375,5083563.009,1862.793334,955.164668
Optimism,2022-12-19,Overnight,64,9,45831.12754,716.1113678,119.1451755
Optimism,2022-12-19,ParaSwap,39,34,7876.142106,201.9523617,0.011852852
Optimism,2022-12-19,Perpetual Protocol,20,1,7.777617867,0.388880893,0.388880893
Optimism,2022-12-19,Reaper Farm,2,1,674.8644349,337.4322174,337.4322174
Optimism,2022-12-19,Rubicon,395,6,15916.62944,40.2952644,21.9436448
Optimism,2022-12-19,SushiSwap,2735,1341,1098176.144,401.5269266,82.64081258
Optimism,2022-12-19,Symphony Finance,6,1,268.6607116,44.77678526,0.000122282
Optimism,2022-12-19,Thales,4,1,1202.077292,300.519323,300.163073
Optimism,2022-12-19,Uniswap,22100,10489,3564782.669,161.3023832,29.9987599
Optimism,2022-12-19,Velodrome,16863,3547,39724942.14,2355.745842,0.758346651
Optimism,2022-12-19,Zipswap,14,12,138.3141413,9.879581524,0.61151059
Osmosis,2022-12-19,Osmosis,1249,548,184561.8581,147.7677007,7.384172962
Polygon,2022-12-19,Apeswap,179,32,14898.1444,83.22985697,35.42723183
Polygon,2022-12-19,Cafeswap,3,2,4.654331534,1.551443845,2.024413247
Polygon,2022-12-19,Dfyn Network,167,69,43207.11636,258.7252477,20.09489273
Polygon,2022-12-19,Kyberswap,1330,3,703364.4207,528.8454291,283.2184018
Polygon,2022-12-19,Others,15296,3508,20609531.18,1347.380438,46.50786668
Polygon,2022-12-19,Polycat,5,2,13.8249427,2.764988539,0.001184282
Polygon,2022-12-19,Quickswap,6110,1397,785742.6462,128.5994511,22.40156345
Polygon,2022-12-19,SushiSwap,48450,15335,21976892.84,453.5994395,14.5661326
Polygon,2022-12-19,Uniswap,13673,7446,10106699.21,739.172033,4.027279652
Solana,2022-12-19,Jupiter,116978,4562,7027907.085,60.07887881,1.001509389
Solana,2022-12-19,Orca,1734,391,217932.4504,125.6819206,11.05722435
Solana,2022-12-19,Raydium,2805,932,259197.6421,92.40557651,19.28841551
Solana,2022-12-19,Saber,150,21,327487.2093,2183.248062,11.95774933
THORChain,2022-12-19,THORChain,14883,517,16876535.11,711.8798292,399.1593975
